Iteration	Posterior	Likelihood	Prior	age_extant	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	turnover
320100	-1998.836	-1643.935	-354.9012	54.20032	0.01281588	-0.0220728	0.1496936	0.07168519	11	69.57381	0.1276208	46.637	15.6005	23.2496	24.3753	27.2514	15.0295	16.8828	19.5861	19.8059	12.9664	14.5348	10.9138	9.07839	10.8246	11.4829	4.72096	5.09126	9.84229	14.5726	8.52633	22.864	20.4816	21.9602	16.0365	20.4813	26.4874	24.8956	24.3351	27.8664	37.2781	26.7296	29.7999	29.2899	39.2797	46.6278	43.5989	44.0369	35.2534	1.172956
320200	-1999.962	-1646.479	-353.4834	56.04256	0.01294903	-0.03278423	0.1560235	0.05574217	14	59.51683	0.1232392	46.637	15.2955	23.2496	24.8927	23.6755	16.4174	19.9951	18.0269	20.1646	13.3418	14.5348	9.87273	8.8404	11.5755	11.5439	4.66488	5.09126	5.75985	12.7191	8.48668	22.864	21.2691	20.8308	16.0365	20.538	27.1667	24.1407	24.3351	27.8664	36.2931	24.4074	28.7041	31.0063	39.1959	46.6278	43.457	43.3025	35.2534	1.266021
320300	-1995.998	-1631.848	-364.1504	59.35283	0.01114065	-0.04126103	0.188936	0.04234238	10	78.30146	0.147675	46.3534	15.2955	23.5655	24.8927	23.617	13.887	15.8256	16.4103	20.1646	11.9842	15.4299	9.05823	8.07074	11.5755	11.5439	3.18266	5.09126	5.75985	13.6713	7.0635	20.4437	21.2691	21.0129	16.4183	21.8292	26.2338	23.525	23.2252	27.8664	36.2931	25.746	28.7041	29.2666	39.5886	46.6278	45.0937	44.3888	34.5399	1.279404
320400	-1992.889	-1643.165	-349.7243	58.40459	0.01191381	0.029409	0.1549669	0.06606538	12	68.5896	0.1843759	46.3534	18.7624	23.3515	23.4746	25.396	15.426	19.4367	19.4989	20.1646	12.7626	15.4299	7.60567	8.05941	11.4201	11.5439	5.14758	5.09126	8.82268	14.638	10.4068	20.9131	21.5107	21.0129	16.2862	21.8141	26.895	23.525	23.2252	27.8664	36.4797	24.5751	30.1248	29.4796	39.5886	46.6278	41.6032	45.0186	34.5399	0.8404943
320500	-2006.024	-1648.402	-357.6218	56.29659	0.01218726	-0.003031004	0.3586755	0.02195908	10	64.00492	0.3556445	46.3534	16.0896	23.5004	23.4746	26.0741	15.7749	20.3158	18.4132	19.7261	12.8565	14.3507	7.74105	9.29561	11.7406	11.6049	4.6945	5.18433	7.28633	15.4189	11.5066	22.8213	21.5107	21.0129	20.9398	22.7689	27.5509	24.2263	23.2252	27.8664	36.9027	24.9684	33.4438	29.9652	41.1993	47.1771	44.6375	45.0186	36.9513	1.008523
320600	-2006.973	-1650.077	-356.8961	60.63787	0.01211921	0.07506042	0.1005022	0.06421425	12	64.27218	0.1755626	46.4854	18.1863	23.6936	23.4746	27.2409	15.1044	16.6637	18.4132	19.3799	14.3037	14.5326	10.6121	8.60482	11.7406	11.4858	4.57275	5.18433	9.37614	11.3167	14.0841	22.8213	21.8924	21.0129	16.7671	21.789	27.6364	23.5535	23.2252	27.8664	36.7358	27.6236	33.2611	29.6566	40.2154	46.9279	45.7442	42.8416	35.4895	0.5724579
320700	-1991.961	-1643.629	-348.3328	57.09562	0.01242669	-0.01516447	0.186222	0.0576476	13	62.31421	0.1710575	45.1658	17.5486	23.5791	23.5886	27.2409	15.3815	18.3894	20.07	15.9697	13.9028	15.1617	7.81078	9.48834	11.9208	10.2695	4.51844	5.18433	8.40413	15.3623	14.1556	21.658	20.8736	21.0129	16.6321	19.0961	27.9586	23.5535	23.2252	27.0762	36.7358	24.3349	31.1339	29.5527	38.4263	46.9279	44.8539	46.3432	37.2048	1.088651
320800	-2001.193	-1653.978	-347.2152	58.5711	0.01161871	-0.02455205	0.2216637	0.05215028	12	61.67245	0.1971116	45.1658	14.4919	25.4083	23.5886	25.7231	16.9914	18.7532	19.9113	20.2179	13.7741	15.1617	8.99314	8.97685	11.0627	11.5934	4.19039	5.18433	9.8539	14.9434	17.7132	21.651	20.8736	21.0129	17.5721	22.108	27.9586	25.41	23.2252	27.0762	36.5944	23.3641	30.6388	28.4049	38.4263	46.9279	42.1132	46.3848	37.8457	1.124559
320900	-2000.739	-1658.427	-342.3124	56.34551	0.01253254	-0.007008704	0.1481875	0.06063443	15	68.78595	0.1411788	45.6201	14.9136	23.3189	23.5886	25.0539	19.7955	18.3839	18.1015	20.2179	14.4785	15.3696	8.04034	8.46097	11.0627	9.82286	2.6362	5.18433	9.30346	14.1235	17.1955	21.651	20.8736	22.218	16.3531	18.0738	27.6127	25.2012	23.2252	26.6427	36.5944	24.3412	29.3859	30.4917	38.2197	46.482	42.2775	44.4389	46.9617	1.049644
321000	-2005.826	-1647.592	-358.2338	57.49924	0.01068883	-0.0005210407	0.1879588	0.03921238	10	61.51223	0.1874378	45.6201	14.9136	23.3509	23.5886	25.0539	17.6188	20.1459	18.8835	19.7844	14.8755	15.879	7.58237	10.729	12.1345	8.46944	5.32241	5.18433	10.0871	7.1435	14.7111	21.5048	20.8736	22.5977	16.3904	22.4062	26.3412	25.2012	23.2252	27.6867	36.5944	23.3068	29.8964	30.9753	38.2197	45.7514	46.0416	44.7072	37.1651	1.00278
321100	-2002.491	-1649.181	-353.3103	56.78245	0.01145476	-0.01111364	0.2106891	0.05242258	14	68.95526	0.1995755	44.1935	15.2535	25.5131	23.5886	25.0539	14.6168	11.4352	16.0456	19.5813	14.799	15.879	11.3268	9.9791	12.1345	8.12926	5.49964	5.18433	9.66205	6.04802	14.7111	21.4872	20.9022	21.0516	16.892	20.0347	27.0715	23.4326	23.2252	28.0387	36.7702	25.2926	31.621	30.5003	41.0634	47.6968	47.2832	45.7365	37.8144	1.055686
321200	-2001.314	-1639.495	-361.8196	59.35218	0.009777835	0.01235083	0.2250806	0.03971649	9	59.66557	0.2374315	44.1935	15.2535	24.3244	23.5886	27.0654	20.2113	13.2036	19.3689	19.5813	13.5791	15.879	8.58431	7.59272	12.1345	11.3471	3.48627	5.03481	9.25315	15.7041	16.7037	20.5212	20.9022	20.4785	19.9884	16.7691	27.7293	25.1011	23.2252	28.0387	36.7702	33.0473	32.2957	31.4768	41.0634	44.826	43.0254	45.7365	36.3072	0.9479815
321300	-1997.804	-1642.442	-355.3618	57.05131	0.01090747	0.00483525	0.1971243	0.04538782	12	67.07319	0.2019595	44.1935	15.2535	23.4659	24.6513	25.5508	16.2296	17.9115	19.5448	19.5813	15.7916	14.8969	8.09179	9.07563	12.1345	9.81814	4.37766	5.01203	7.45469	15.7041	9.45191	20.5212	20.9258	20.4785	19.073	16.0753	28.0931	23.7784	23.0683	27.2535	36.7702	26.0435	33.04	29.3003	41.0634	46.1633	45.4075	44.1053	38.4279	0.9760583
321400	-2005.245	-1654.191	-351.0536	53.21679	0.01184943	0.01125974	0.1975207	0.04877264	12	69.02106	0.2087804	42.2101	16.7995	23.2814	25.84	24.4755	18.6528	10.0896	16.3623	19.0039	11.7716	15.1786	8.09179	9.57921	11.9695	9.52063	3.43363	5.01203	7.83314	12.6117	13.3254	20.8613	22.2731	22.7103	19.1721	16.1619	26.9764	23.2806	23.0683	27.2535	36.7702	25.9358	33.7459	23.5292	41.0634	44.6714	46.235	42.13	38.4279	0.946069
321500	-2008.788	-1650.533	-358.2548	56.93798	0.0123597	-0.005846773	0.1249226	0.06821577	12	60.64106	0.1190759	41.4494	15.6963	23.0439	25.84	23.3358	15.2823	5.6419	20.3696	19.0334	15.3953	15.1786	10.0415	8.39304	11.9695	9.58643	4.47207	5.01203	6.33023	9.04901	10.9983	21.6977	21.2575	22.7103	17.8761	17.2789	26.9764	23.2977	23.0683	27.2535	36.7702	27.0249	32.1261	23.2715	38.3532	44.133	43.7053	44.1861	38.4279	1.049101
321600	-2004.525	-1659.513	-345.012	56.63087	0.01269788	-0.005120204	0.167925	0.04419592	14	65.00645	0.1628048	46.4926	16.7792	24.7869	26.5977	25.4716	15.2572	12.6316	19.5299	18.5103	12.7543	14.2738	7.69772	9.91402	12.3479	9.75559	7.59673	5.06565	9.61644	10.9943	12.5735	20.6917	21.2575	22.2545	20.5333	19.7959	24.75	27.3767	23.0683	27.0299	36.7702	26.3398	31.2562	24.4109	39.7912	43.7602	43.064	45.6383	38.4279	1.03145
321700	-1995.522	-1652.983	-342.5389	54.57121	0.01312301	0.02997479	0.1321897	0.04188296	16	72.29085	0.1621645	45.4172	16.7792	23.7735	25.5873	27.5196	14.4853	15.6899	17.837	19.1894	15.6252	14.5014	8.23948	9.91402	11.3242	9.75559	3.14895	5.06565	9.02448	14.844	6.85433	22.0455	22.9097	22.4206	16.1637	18.7978	23.8587	23.4479	23.0683	25.9327	37.262	25.2875	30.4025	24.9143	39.7912	43.7602	42.2832	41.8501	36.7351	0.8151582
321800	-2007.544	-1652.257	-355.2873	57.30945	0.01378083	-0.03687165	0.3046197	0.03139829	11	76.99877	0.2677481	45.4172	17.0791	23.0715	23.8925	25.7492	16.0403	9.73493	20.0363	19.2782	13.8096	14.0073	10.125	11.2612	11.8069	10.4026	7.85062	5.06565	9.71311	15.8607	10.9221	22.0455	21.2439	20.7517	19.0484	19.1274	26.1892	23.1657	23.0683	25.9327	37.6663	24.8454	32.2112	24.718	39.7912	42.4382	41.5375	41.8501	36.7351	1.13771
321900	-1986.847	-1641.499	-345.3481	52.98456	0.01292079	-0.01552468	0.3415745	0.05655406	13	63.21927	0.3260498	45.4172	15.6318	24.545	23.6571	25.7492	16.5895	18.4859	17.2068	19.1911	13.5687	14.3747	7.72309	9.08519	12.4332	11.0797	2.84207	5.06565	7.16494	15.8607	9.85824	20.5626	22.611	20.7517	18.5763	19.3242	26.8859	23.1171	23.0683	26.3561	37.6811	26.7802	29.8772	27.0387	39.0987	42.4382	41.74	41.4022	34.5884	1.047614
322000	-1997.253	-1656.709	-340.5443	52.8543	0.01408311	0.05111366	0.1310291	0.05397346	16	62.20244	0.1821427	45.4172	16.4196	23.2921	23.6012	25.8337	12.0387	15.146	16.8399	19.1911	13.3303	15.0502	9.70118	8.40164	11.5259	8.65252	3.01998	5.06565	5.0985	15.9567	9.3138	21.9625	22.611	20.7517	16.8044	19.7424	27.0755	23.1171	23.4639	27.623	37.6811	25.6969	30.7562	24.0755	38.4947	42.4382	42.8236	41.4022	37.276	0.7193758
322100	-1984.068	-1637.462	-346.6063	53.92841	0.01380567	-0.03002132	0.1824242	0.06036171	13	63.03044	0.1524029	46.8106	16.5662	23.2921	25.4401	25.8337	12.2484	15.2158	16.0861	19.1911	11.6957	14.5906	7.62246	8.07536	11.7531	10.0318	4.49032	5.06565	7.88035	15.9567	7.98486	22.0962	20.9651	20.5511	17.7706	19.9078	27.9009	23.1171	23.4639	27.623	37.6811	26.2634	33.4459	23.8189	38.4947	42.4382	44.4215	41.3231	38.7316	1.196987
322200	-2014.894	-1652.429	-362.4651	63.59293	0.01109687	0.02128432	0.1297394	0.04528524	10	65.53881	0.1510238	46.8106	18.4974	24.5473	27.4977	27.8183	17.0782	11.2024	16.0861	19.0578	11.6957	14.5906	11.5747	6.23928	11.7531	11.5911	4.13227	5.06565	9.56016	15.1522	10.2959	22.0962	22.4828	20.5511	17.7706	18.4946	27.7672	23.1171	23.4639	26.1958	36.8686	26.6811	32.7056	24.9516	38.4947	45.1565	44.3162	43.0049	36.8468	0.8590664
322300	-2008.502	-1655.875	-352.6266	54.56768	0.01425141	0.01591018	0.2473195	0.03419939	12	78.17701	0.2632297	45.0488	15.4027	24.1077	26.897	25.2391	12.6792	16.819	19.0137	20.029	14.9898	15.7071	11.5747	9.3699	11.6912	11.4149	3.36883	5.06565	8.91647	15.1522	14.3967	22.4619	22.4828	22.1591	19.5954	17.5844	28.0952	23.1171	23.4639	26.5735	36.1907	24.2865	32.4578	24.7971	40.4419	46.0638	45.4698	42.669	35.1334	0.9395578
322400	-2007.887	-1652.078	-355.8093	58.89736	0.01074049	-0.009065882	0.1363642	0.05700513	11	62.13425	0.1272983	46.2236	19.0138	25.3494	27.5863	26.1498	19.755	15.3449	19.3666	17.3936	15.4487	14.78	7.9362	10.0861	11.6912	11.2729	5.20821	5.06565	9.31336	15.7625	17.8427	22.6534	20.4646	21.3239	18.5415	17.5844	27.7503	23.1171	23.4639	27.2341	34.9851	29.7586	31.7569	24.9803	40.4419	46.3528	43.8738	42.669	38.7596	1.071218
322500	-2018.794	-1652.028	-366.766	57.54085	0.01049682	0.03752208	0.1238055	0.04901699	8	63.96358	0.1613276	46.2236	16.0503	25.3471	25.9307	26.631	19.5793	12.9011	20.2902	17.3936	14.2488	15.5644	11.0925	10.4633	11.6912	11.1478	7.13255	5.06565	9.5988	14.5794	18.0903	22.8005	22.5153	21.3239	19.0538	21.8496	27.8893	23.5924	23.0617	28.0788	34.9913	30.7466	30.4649	27.0159	41.133	43.9635	45.4274	42.1679	37.6504	0.7674168
322600	-2012.723	-1656.076	-356.6465	55.90291	0.01413818	0.04580459	0.2895238	0.03899932	11	61.93532	0.3353284	41.9278	14.3978	23.4986	27.3516	27.0471	16.9805	11.2471	19.7237	20.2825	15.6263	15.5644	7.4955	9.03116	9.4704	10.4967	4.07138	5.09584	6.44171	14.2106	18.9915	21.8778	21.9214	21.1686	18.1637	21.8496	27.8893	23.5924	23.0617	28.0788	35.5873	27.7167	31.4479	28.9302	38.0406	41.9532	42.0303	43.7092	39.3531	0.8634038
322700	-1999.814	-1646.154	-353.6592	56.50043	0.01254978	0.02103565	0.1512206	0.03827235	11	62.60082	0.1722563	41.9278	15.4923	23.4832	25.8995	27.0471	15.4863	10.2803	19.7237	19.8011	13.1959	14.8411	7.4955	6.61062	9.4704	10.4967	3.28732	5.09584	7.2158	15.4701	18.4147	21.7616	22.4868	21.1686	17.1112	20.3896	27.6318	23.5924	23.0617	27.2541	36.1509	26.2363	32.6722	24.3001	38.0406	47.5202	44.5448	45.2465	44.5921	0.8778817
322800	-1984.545	-1644.561	-339.9835	52.49688	0.01522378	0.02303262	0.1643585	0.06289028	13	63.80213	0.1873912	46.4541	13.9507	23.4397	26.1736	27.3115	14.2687	14.0336	16.5374	19.8011	12.6947	15.9587	8.98864	8.26158	10.7029	11.2942	4.70113	5.09584	6.55935	14.9328	16.2702	21.3707	22.132	22.8423	17.1112	22.1839	27.7165	23.5924	23.0617	26.9805	37.7457	26.5064	32.6722	23.5746	40.6334	47.5003	43.6446	41.9038	37.1265	0.877088
322900	-1996.309	-1647.421	-348.8879	56.77075	0.01273181	0.01228894	0.1469857	0.05416257	13	66.53407	0.1592746	46.4541	13.9507	23.2369	27.8644	27.5256	19.3594	10.4917	18.2538	19.4492	14.2373	14.8341	7.68591	9.74688	10.7029	9.43309	4.06813	4.92403	10.0918	13.2253	18.5339	21.8395	21.9262	22.2231	17.6674	20.7471	27.9988	23.5924	23.0617	28.0611	37.198	26.6764	32.2539	24.181	40.6334	47.5003	45.0831	44.1941	43.4351	0.9228443
323000	-2015.784	-1650.503	-365.2811	63.54123	0.01049857	0.02538535	0.2485119	0.06244476	12	68.34892	0.2738973	46.4541	13.9507	24.6409	27.7009	25.2569	11.8517	10.4637	18.7682	17.2553	11.8502	14.7244	7.74343	8.12374	12.1017	9.69034	4.39227	5.28969	5.42279	14.7297	15.9286	21.8395	21.9262	22.2231	16.5199	16.9844	27.4851	23.2422	23.0617	28.0611	37.198	24.9023	33.1667	25.2323	40.6334	47.5003	45.9984	43.4462	43.0529	0.907318
323100	-1988.649	-1642.351	-346.2987	53.27504	0.0130696	-0.003611832	0.1570683	0.04900323	14	61.27998	0.1534565	46.4541	13.9507	23.418	27.7009	25.2373	18.4327	7.49243	17.998	16.9344	12.2596	14.7244	10.2441	8.15877	12.1017	11.3245	4.73908	5.28969	8.49931	15.1357	13.7634	20.5495	21.9262	22.2231	16.5199	18.8098	27.2833	26.6233	23.0617	28.0611	37.198	23.4937	33.1667	24.3011	40.7164	44.7945	44.6111	43.4462	35.1906	1.023537
323200	-1990.308	-1642.249	-348.0585	56.31484	0.01105226	0.01749919	0.1737337	0.04110811	15	62.35053	0.1912329	45.868	17.4989	23.418	27.2004	25.2373	15.6979	9.04733	18.069	14.8359	12.6262	14.2339	8.87744	7.55553	10.912	9.74322	2.92377	5.28969	7.16621	13.8698	8.62845	20.5495	21.9262	22.6483	16.1912	19.5126	26.4039	23.5083	23.3191	27.5234	37.5228	24.7938	28.2041	24.3011	39.1841	44.7945	43.3063	43.4462	37.2942	0.9084928
323300	-2006.228	-1658.866	-347.3623	56.93029	0.01443851	0.01985326	0.2299071	0.04127847	15	68.91914	0.2497604	45.868	17.7545	24.4887	27.9242	25.2373	16.6724	17.0607	16.185	17.9676	12.8217	15.2573	8.63357	8.17636	11.9724	10.8082	3.53174	5.28969	7.05327	10.0775	10.3824	22.3133	22.1021	20.8653	16.1912	22.2756	27.6547	23.5083	23.3191	25.3189	37.4276	24.835	31.9014	25.9572	39.1841	44.7945	41.9579	44.1007	37.5742	0.9205108
323400	-2007.178	-1656.013	-351.1647	55.83861	0.0132109	-0.03281253	0.2024607	0.06187106	13	64.05559	0.1696482	45.868	17.9933	23.3413	27.5209	25.2373	17.2411	9.78426	18.4641	20.0838	15.6155	15.2732	11.13	10.8956	11.8879	8.91009	5.08624	5.28969	8.41426	11.5175	8.31645	21.3426	22.1021	21.4869	17.294	22.2756	27.4759	23.5083	23.0344	27.7976	36.5971	25.3795	33.6429	25.8219	38.5651	47.6082	41.3697	43.3714	34.1213	1.193415
323500	-1991.452	-1650.581	-340.8715	52.19962	0.01401622	0.03078444	0.1610206	0.06587535	16	59.23218	0.191805	43.7558	14.7726	23.3413	27.4354	27.4796	17.9925	9.72235	20.2576	20.0838	13.587	14.4078	11.0411	7.78385	11.6655	10.2161	3.63623	5.28969	7.15654	8.81054	9.91573	21.471	21.2229	22.7474	16.6905	20.1506	27.4826	23.5083	23.0344	27.7976	36.5971	24.7976	33.6429	25.3914	40.6059	45.5029	42.5111	42.0689	34.1213	0.8395014
323600	-1993.327	-1654.313	-339.014	54.79083	0.01424723	-0.01820393	0.1592197	0.07082963	17	59.91994	0.1410157	43.7558	14.9395	23.9517	27.0615	24.0295	20.0895	17.8808	16.9442	20.3256	14.5485	14.4653	7.71027	11.4201	11.6655	9.54846	4.33301	5.28969	9.77034	12.2354	7.01552	22.0729	21.2229	21.0839	16.3843	22.4041	25.3578	23.5083	23.0344	27.7976	37.4885	25.5962	32.0966	25.0814	41.1642	43.3263	42.1117	43.3375	34.6179	1.129091
323700	-2000.039	-1660.305	-339.7344	53.39504	0.01376892	0.01351347	0.1552045	0.04063889	16	61.46539	0.168718	43.7558	15.652	24.8571	27.5643	24.3986	17.5128	16.6478	16.9442	20.3256	12.8059	14.6389	8.32826	8.72997	11.5223	9.62804	5.48599	5.08225	9.77034	12.768	10.7537	22.7128	21.2064	20.8339	17.4266	20.262	26.9817	27.034	23.0344	27.7976	37.9739	23.4689	32.1356	25.2371	38.6393	41.315	43.5244	42.4912	44.6493	0.919905
323800	-1992.952	-1644.42	-348.5318	53.40409	0.01242932	-0.007262287	0.2040843	0.06331718	16	63.50803	0.196822	43.7558	15.2657	24.5405	28.0661	26.383	19.416	12.6804	17.6441	20.3256	13.99	14.6389	8.32826	11.2856	11.4518	7.43446	6.43354	5.08225	5.88068	8.12783	7.79459	21.2765	21.5167	21.563	17.007	16.9169	27.651	24.2119	23.0344	27.7976	35.8117	23.7977	28.3495	26.5835	38.6393	41.315	42.6477	42.662	46.2763	1.036898
323900	-1998.857	-1649.889	-348.9683	56.62735	0.01326306	-0.05086855	0.2102952	0.05439392	15	62.37753	0.1594266	44.2075	18.7709	24.2187	27.8523	26.0422	20.3033	17.2751	18.7804	19.4504	12.308	14.6389	9.52481	8.74786	11.8995	10.471	4.58458	5.08225	5.33466	7.93699	10.4022	21.9004	21.8226	21.563	17.7095	17.5795	27.6128	24.3567	23.118	27.7976	37.9279	25.7969	33.7346	28.7174	39.8513	41.315	43.351	44.868	36.4666	1.319072
324000	-1991.741	-1647.664	-344.0779	53.48457	0.01160074	0.002107659	0.1592921	0.0514635	16	64.29061	0.1613997	46.4557	15.958	23.8441	27.5082	28.0335	15.5574	9.50856	18.3807	19.4504	12.6048	14.1339	10.6419	7.31708	11.8638	10.2634	2.92862	5.08225	5.49035	12.9067	10.6156	21.2387	21.3367	21.563	17.2048	18.4323	27.7704	24.3567	23.8473	27.7976	37.9279	28.7212	30.834	27.2884	39.9377	43.4284	45.5045	47.4301	33.9356	0.9869414
324100	-2004.323	-1654.791	-349.5316	60.75606	0.01360314	-0.02070973	0.1752716	0.07011871	16	77.90628	0.1545619	46.4557	16.0046	23.8441	27.6957	24.1322	16.8043	13.5675	18.3807	17.2152	13.7023	14.2694	8.16607	10.1097	11.4051	10.0755	2.82061	5.08225	8.08087	10.3106	7.5794	21.9751	21.3367	22.0708	17.1488	21.6852	25.1742	24.3567	23.3447	25.5234	37.9279	29.0866	30.834	25.2821	39.9377	45.0891	44.2369	43.1112	36.9237	1.13399
324200	-1994.394	-1651.451	-342.9423	55.2702	0.01223851	0.01404062	0.1672039	0.04661652	15	61.99202	0.1812445	46.4557	18.0913	23.4017	27.5547	24.26	19.3292	8.25281	16.6199	20.3149	13.6486	15.4484	9.38748	8.79906	10.4608	11.5408	3.58934	4.9667	9.52345	13.5203	9.77228	22.6957	21.4074	22.4302	17.277	20.8792	26.9934	24.3567	23.3447	25.5234	37.9279	25.6919	30.6445	24.8985	38.2431	47.5321	42.2773	42.5174	36.9237	0.9225322
324300	-1996.853	-1647.26	-349.5922	54.56432	0.01383793	0.05324778	0.1672041	0.04989123	14	65.17256	0.2204518	46.4557	18.3293	24.3826	26.5321	23.5626	16.0219	10.835	19.3573	18.6516	12.8164	15.7257	8.90102	7.68852	11.5601	8.31783	2.98304	5.12536	8.69129	12.4213	18.4533	21.9493	20.5143	22.3548	17.277	18.3244	25.5204	26.4769	23.4662	25.3979	37.0864	24.8698	29.0635	23.6132	38.8684	47.5321	42.7305	44.4087	36.9237	0.7584607
324400	-1996.411	-1654.8	-341.6108	55.00632	0.0121024	0.01304664	0.1431203	0.05676075	15	62.04209	0.1561669	46.4557	16.0229	23.7224	27.9929	26.1581	18.4222	15.8986	16.5209	20.2632	15.8444	15.7257	10.2555	9.42586	10.3794	9.69306	6.08191	5.12536	10.0225	15.2352	13.8921	21.5127	22.9281	22.6084	17.277	18.6012	26.7222	26.4769	23.4662	25.3979	37.5066	26.1008	30.0772	25.2466	38.8684	47.5321	46.1788	47.2944	36.9237	0.9164571
324500	-1997.873	-1640.264	-357.6091	58.41769	0.01319188	0.008541625	0.1224735	0.05875484	11	66.63536	0.1310151	46.4194	16.4452	23.123	27.2748	24.8051	13.3185	13.1763	19.2181	20.2632	12.9802	15.7817	7.4644	7.65723	10.2597	9.83159	3.3479	5.18873	6.98613	16.1271	17.1949	22.5654	22.9281	22.2584	17.277	19.6284	27.3077	27.0673	23.3012	27.3927	37.5066	28.7053	33.6017	30.609	39.7484	46.5419	42.27	45.2251	36.4586	0.9348043
324600	-1996.581	-1645.534	-351.0475	53.95349	0.01161712	-0.01529487	0.179081	0.050743	12	60.86105	0.1637861	45.2808	17.1498	23.9116	27.8201	24.8051	18.325	9.8142	19.6102	17.0474	11.9638	15.7817	9.53027	9.78813	10.6209	11.2142	4.91514	5.18873	9.82082	13.5298	17.5438	21.0023	22.9281	21.9172	16.7514	19.5465	27.2979	23.4333	23.3012	27.8218	37.5066	23.8018	33.2969	26.6837	39.7081	46.1211	45.496	43.3169	36.1538	1.093383
324700	-1993.373	-1647.556	-345.8172	55.24004	0.01290689	-0.01613232	0.2096043	0.04427096	13	72.07973	0.193472	46.9164	15.602	23.7575	26.9593	26.299	18.8626	15.6912	19.8222	19.9321	11.9125	15.7817	10.7938	7.93199	12.3365	10.4331	2.89935	5.18873	5.3915	11.3074	16.0743	20.8309	22.9281	21.9172	17.6412	19.2346	27.3651	23.4333	23.3012	27.9168	37.7075	27.7797	33.2969	28.5659	39.7081	45.9383	41.9185	44.5623	37.2852	1.083383
324800	-1999.011	-1640.744	-358.2672	58.83992	0.01154624	0.0300016	0.2557835	0.02819518	13	69.71095	0.2857851	46.6197	14.3302	24.6935	28.0841	25.1506	16.7439	9.86159	18.6743	19.9321	13.0063	15.7817	10.7938	10.6674	12.3365	8.88934	5.0008	5.18873	5.75567	14.8293	13.4096	21.0182	20.4464	20.9187	17.6412	22.9304	27.715	23.278	23.3012	18.9926	37.7075	25.1372	33.2969	23.091	40.4055	42.6287	44.4243	42.8452	35.2084	0.8950204
324900	-1994.902	-1648.402	-346.4995	57.02512	0.01329317	0.02285115	0.09604357	0.05477669	15	64.75748	0.1188947	46.6197	15.4139	23.681	27.5909	23.6571	20.433	11.5637	18.7828	19.9321	12.836	15.1066	9.20018	8.14342	12.4056	9.46509	4.19467	5.18873	8.36364	11.0158	10.1052	21.416	22.4209	21.6181	17.6009	19.2859	26.0817	23.8645	23.4355	27.8415	37.7075	24.9586	33.2969	23.091	40.4055	45.1368	43.4529	47.006	34.1427	0.8078035
325000	-1996.22	-1643.822	-352.3987	57.01975	0.01189477	0.0258419	0.2588842	0.03840868	13	73.85186	0.2847261	44.6671	16.8524	23.0473	27.8489	25.5068	17.5096	8.98452	18.7091	13.0918	12.6416	15.2315	9.35263	8.37781	12.4821	10.0478	3.39644	5.18873	9.52404	16.0974	9.01989	20.8069	22.4209	21.0683	17.5707	20.8969	28.0815	25.0995	23.4355	26.4175	37.2435	26.8139	33.8941	24.7769	38.5668	46.8524	44.0478	47.006	34.1427	0.9092394
325100	-1996.569	-1654.605	-341.9635	54.63547	0.01355086	0.03496642	0.1668444	0.07300628	15	63.28658	0.2018108	46.8046	17.4135	23.0473	27.9246	26.7388	19.235	16.4672	19.6198	14.5632	12.3328	15.2315	10.2739	8.74376	12.3094	8.72441	3.06829	4.95026	7.87545	16.0974	11.344	21.0014	21.206	21.3992	17.0578	18.8286	26.9375	27.4676	23.4355	26.393	37.2435	27.7978	31.1876	26.8102	38.5932	47.6659	41.7163	44.7674	42.2832	0.8267366
325200	-1996.607	-1658.936	-337.671	53.4169	0.01403611	-0.03877663	0.2223759	0.07234254	17	59.53241	0.1835992	46.1925	17.556	24.8601	27.8744	26.7388	12.0212	14.8805	17.8105	20.4366	13.9958	15.1145	8.53123	9.24797	10.157	10.4891	6.34502	4.95026	7.71773	16.0974	6.40827	22.9113	22.4112	21.3992	17.0578	18.8613	27.2227	23.3686	23.3808	26.7914	37.0519	23.6723	31.1876	26.4432	38.5932	47.7891	41.7576	41.6622	35.3305	1.211203
325300	-2022.253	-1658.309	-363.9438	58.06275	0.009584144	0.006652546	0.1549891	0.03140547	9	63.36186	0.1616417	46.1925	16.3619	25.1387	26.7214	25.0669	12.4219	15.2386	20.3416	20.0077	13.1533	15.1994	8.53123	8.36609	10.9901	10.4891	3.67403	4.95026	8.13085	15.0913	11.9433	21.0321	21.9512	22.2959	16.4473	18.2636	27.804	23.3686	23.3808	27.7475	37.0519	27.8389	33.6964	25.2456	38.5932	45.4371	42.2035	47.2344	34.7723	0.9588439
