Iteration	Posterior	Likelihood	Prior	age_extant	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	turnover
325400	-2011.32	-1653.864	-357.4559	57.30698	0.01307254	0.01404652	0.110575	0.06210505	12	70.80337	0.1246215	46.111	15.1082	23.9527	26.7214	26.4812	16.9195	17.2652	20.084	17.8908	11.9204	14.4005	8.57536	6.13027	12.0252	10.0412	3.45208	5.04553	10.164	13.8244	14.5155	21.5159	21.2539	22.5775	19.4398	16.9488	27.804	23.3686	23.3808	26.447	37.1986	27.3636	33.6964	27.2123	41.1179	46.9867	43.5362	41.3565	34.7723	0.8872865
325500	-1995.116	-1648.197	-346.9188	56.52277	0.01104531	-0.03113566	0.1583117	0.06010416	16	62.12683	0.1271761	46.0121	15.3842	24.5267	26.8927	26.2879	13.002	10.936	19.1769	17.8908	13.7117	14.0891	7.30779	6.82825	12.0219	10.2184	4.10575	5.04553	10.0181	8.44647	10.7183	21.5159	21.2539	21.6497	17.7698	17.1897	27.8849	23.1582	23.0362	26.447	37.1986	25.3188	31.1727	27.2401	41.1179	46.0995	45.7766	43.7876	37.8111	1.244823
325600	-2008.411	-1660.404	-348.0069	55.20618	0.01282812	0.001543192	0.1260452	0.05768953	16	63.64274	0.1275884	46.0121	13.8261	26.881	27.6463	25.702	17.3255	8.05867	20.0307	20.4057	14.3822	14.0891	8.38263	7.06198	12.0219	10.2184	3.44107	5.29889	5.57461	10.8243	9.09221	21.4887	21.4532	21.1301	19.2871	18.3821	26.7095	23.1582	23.0362	27.754	37.1986	25.2128	31.1727	24.27	40.9471	44.4014	46.6661	47.6167	35.6805	0.9879049
325700	-1988.244	-1647.383	-340.8614	53.7573	0.01185423	-0.03004923	0.1488203	0.07973588	18	65.9002	0.1187711	44.136	14.8687	23.0868	27.5559	27.1753	16.57	9.4238	18.3894	19.4742	15.6746	15.6119	7.5513	7.98055	12.1676	8.07607	4.297	5.29889	6.85771	10.126	8.06428	20.9836	20.8717	21.1301	16.3551	19.6077	27.5312	23.1582	23.0362	27.754	37.1986	24.5437	31.2007	25.7337	40.9471	44.4014	44.1371	44.1034	38.4971	1.253001
325800	-1997.718	-1647.666	-350.0516	53.29164	0.01215241	0.02461356	0.1380431	0.03956039	13	59.50686	0.1626566	45.1018	14.8687	23.0868	27.243	27.1753	18.7886	11.384	18.2679	18.194	13.922	15.6119	9.12603	8.99976	12.1447	8.18734	4.58032	5.29889	7.02479	15.8394	10.1392	21.2638	22.8088	21.1301	21.1409	22.7559	24.2528	23.1582	23.0362	27.9024	36.0094	24.9811	31.8272	26.6727	40.7639	47.2285	43.0501	44.5627	37.4811	0.8486778
325900	-1993.169	-1651.441	-341.7282	51.31554	0.01422842	0.01967371	0.1698543	0.04292461	15	61.22078	0.189528	44.0377	17.647	23.8873	26.2758	26.6455	17.1623	11.997	19.2103	20.2843	12.5364	14.2458	10.7956	8.17885	12.3568	9.54971	4.91903	5.29889	7.06468	15.8394	9.76134	21.0325	21.2398	21.9302	19.1747	20.8597	27.6894	23.1582	23.0362	27.9024	36.0094	23.7179	28.2782	26.6052	40.7639	43.287	43.2436	45.2276	36.1008	0.8961963
326000	-2012.751	-1664.594	-348.157	55.21319	0.01263606	0.01643273	0.1358151	0.05585155	16	79.18697	0.1522478	41.3063	18.1498	24.5492	27.2832	27.2519	18.4579	10.1811	17.0005	20.2843	12.6023	14.2458	9.06373	9.80109	10.4126	7.99386	4.8749	5.29889	5.47519	10.8073	6.00407	22.2068	21.2398	21.9349	15.9758	16.4348	27.6211	27.5968	23.0362	27.9024	36.0576	23.2129	28.6561	26.1587	40.7639	46.2612	43.0222	45.033	47.2084	0.8920659
326100	-2002.453	-1660.676	-341.777	57.05604	0.01295866	-0.03964511	0.2053517	0.05095019	17	70.04317	0.1657066	44.0984	13.9617	25.111	26.6163	27.2519	17.0485	17.0612	17.1494	20.2843	14.7355	13.985	8.60943	10.7229	11.1548	9.34219	4.95841	5.1734	8.4914	11.1952	8.98128	22.2879	21.7954	20.7628	19.6511	18.9732	28.0731	24.5108	23.0362	27.9024	36.6066	23.2189	29.1637	24.7468	40.7639	46.2612	44.5549	46.9219	47.0424	1.239249
326200	-1995.229	-1654.734	-340.4945	59.81606	0.01364107	0.01763716	0.1115575	0.08638486	17	63.2422	0.1291947	46.3349	13.9617	23.7472	26.4292	25.095	17.0321	17.7888	19.3609	20.1611	12.2494	13.985	8.52655	10.1745	12.2932	10.2466	4.61188	5.24538	9.81871	14.2563	9.57198	20.667	21.7954	22.2517	16.759	21.6002	27.3687	24.5108	23.0362	25.1982	36.9266	30.828	30.6343	27.1393	38.991	47.6436	45.4893	46.6566	47.0424	0.8634838
326300	-1993.441	-1644.376	-349.0651	59.34901	0.01276401	0.01634459	0.2224528	0.04169835	14	64.89588	0.2387974	46.1211	17.2357	23.6756	28.0114	26.6334	17.7837	10.1366	18.4059	14.865	12.3049	14.0536	8.4989	9.09119	12.2932	10.1586	3.72298	5.24538	7.36841	13.6063	14.5883	22.4926	20.7326	21.9155	18.4147	21.2861	27.7932	23.6794	23.0362	24.6137	37.5625	23.5717	30.6343	23.7802	40.0996	47.6436	43.1709	46.37	39.9001	0.9315546
326400	-1998.612	-1648.579	-350.033	55.10763	0.01142821	0.03159049	0.2640703	0.02963558	14	70.4573	0.2956607	46.4692	17.6792	24.088	28.0114	26.6334	19.3051	8.9078	19.1663	18.7927	13.7038	14.1314	7.53611	8.82652	12.2908	11.0055	4.36619	5.24538	9.04869	15.5799	8.03905	21.6867	20.7326	22.1335	16.3885	19.3246	27.3885	23.6794	23.0362	24.4684	37.31	24.443	30.6343	24.418	40.0996	42.4131	44.8291	43.6664	38.597	0.8931529
326500	-1994.735	-1646.041	-348.6942	53.7939	0.01300556	0.008967541	0.2807573	0.03855083	13	59.55905	0.2897248	45.8559	16.3429	23.464	28.0114	25.7714	16.3195	11.7748	19.5795	16.7347	12.0646	13.9274	7.31001	7.21697	12.383	7.43917	5.13302	4.99507	8.11482	15.7881	12.0469	21.6867	21.5564	21.6452	16.3885	20.0609	27.7847	26.1516	23.0362	24.9859	37.8519	28.3638	30.7372	24.8679	40.0996	42.4131	41.903	43.8278	36.7129	0.9690481
326600	-2003.059	-1645.601	-357.4579	56.44405	0.01226484	0.001273624	0.1167743	0.02944725	14	66.40878	0.1180479	47.0597	15.0127	25.0723	27.8158	27.5036	17.3938	8.90239	19.5795	19.7433	15.5415	13.9274	7.30444	9.86604	12.3989	9.50028	6.40179	4.99507	9.57015	15.4828	9.7025	20.9168	22.5497	22.548	17.0212	20.0279	27.6491	24.2624	23.0362	24.7726	37.8519	24.7869	30.624	23.4248	39.9147	42.4131	44.1743	45.3912	36.4615	0.989211
326700	-1993.314	-1647.154	-346.1592	54.91787	0.01305614	0.0158982	0.2172653	0.05041117	14	67.71945	0.2331635	47.0597	16.7549	23.5072	27.886	28.1434	20.0176	15.323	18.7213	19.7433	12.3036	15.2378	7.30444	9.34928	12.4407	8.33569	4.56181	4.99507	8.22624	15.7045	7.40569	21.5332	23.0143	21.9665	17.4295	17.9903	27.1965	24.2624	23.0362	26.7412	37.8519	24.278	32.9799	24.3297	39.6431	46.0566	42.8606	43.6661	35.4269	0.9318152
326800	-1997.535	-1647.5	-350.035	57.11836	0.01422442	0.05493876	0.1731161	0.05433522	12	60.10273	0.2280548	47.0597	15.4685	25.1382	27.4742	28.1434	11.5846	19.4152	18.7213	19.7433	12.7863	15.1592	7.58587	7.70577	12.4407	11.5451	4.46181	4.99507	7.18528	15.7089	8.17226	21.5332	23.0143	20.9045	18.0317	22.4115	27.749	23.2649	24.0183	27.1224	37.8519	23.5086	29.094	26.3483	39.6431	47.6701	42.5365	43.6914	34.7052	0.7590985
326900	-1990.004	-1645.378	-344.626	54.77569	0.01291778	0.00531798	0.139954	0.0618847	15	59.51945	0.145272	45.0295	15.5454	26.3651	27.2167	24.5173	19.5953	9.93959	19.4245	18.0296	13.0735	14.3067	9.63392	7.22066	12.2153	9.89784	3.77414	4.99507	6.74557	14.8148	10.8668	21.764	23.0143	20.7971	16.5402	22.4115	28.0921	23.2649	23.4885	26.8987	37.8519	23.5086	30.7491	26.3483	40.9961	47.6701	41.4714	43.6914	36.2603	0.9633929
327000	-2003.426	-1652.964	-350.4624	57.65877	0.01276876	0.03640325	0.1623857	0.03353757	14	61.00639	0.1987889	42.7557	16.8781	23.2243	27.7678	23.1046	14.2866	17.0807	19.0271	19.5421	11.8863	14.1516	10.2501	8.79446	11.8929	10.5972	2.98886	4.99507	6.5106	12.4604	7.42403	21.764	20.4596	21.899	17.7115	19.8826	27.0931	24.3765	23.4885	26.6575	37.8519	23.1336	30.7491	26.3483	40.2921	43.6465	42.3612	43.6914	36.2603	0.8168749
327100	-1989.27	-1642.886	-346.3832	55.00643	0.01367613	-0.006558753	0.1969338	0.04734412	13	59.66963	0.1903751	43.7922	18.6609	23.0804	27.7678	24.0334	15.6292	11.6554	16.9476	19.474	11.9952	14.1516	7.7285	7.01697	11.8929	10.3239	3.45352	4.91551	8.15616	11.6039	15.0263	21.764	21.6887	21.899	18.5997	21.7852	26.4443	23.4562	23.4885	23.8761	37.3511	23.2805	30.6157	23.9106	39.7832	43.6465	43.3202	43.4938	35.6308	1.034452
327200	-1992.697	-1647.596	-345.101	55.36363	0.01254372	-0.02654742	0.2490311	0.04292894	14	61.76123	0.2224837	46.1282	13.8823	23.0367	27.095	23.0941	12.3941	11.6554	20.0053	18.8804	13.6529	13.823	8.74747	9.89997	10.5127	10.3871	3.45833	4.91551	9.62533	12.054	8.11676	20.6686	21.6887	20.5175	16.7742	21.1197	27.8623	24.6987	23.4885	23.8761	37.9666	26.0547	31.1825	24.9239	41.1061	44.0124	43.2579	45.3146	40.3835	1.119323
327300	-1992.401	-1646.415	-345.9857	52.92932	0.01192706	-0.001768334	0.2154792	0.04953288	12	60.52235	0.2137109	46.1282	14.6641	23.2463	26.1658	26.9382	14.2192	12.855	20.4093	18.759	13.6484	15.704	7.91369	8.54561	10.5127	11.3098	2.82705	4.91551	8.69875	13.2855	9.98215	20.6643	21.6887	21.1202	16.7742	16.3996	26.8998	24.6987	23.4885	26.7224	36.5558	25.0391	31.5604	23.6672	40.5428	42.1084	44.8607	43.6089	37.6278	1.008274
327400	-1997.865	-1648.839	-349.0266	56.78472	0.01267298	-0.0006251691	0.2969633	0.03490148	11	60.17597	0.2963382	46.1282	19.2052	24.8284	27.0559	24.5814	20.0927	11.0057	20.4093	17.7113	12.2394	15.6868	10.0721	8.98968	11.8284	7.81419	5.46179	5.01481	6.99444	15.383	11.4481	20.6643	21.6887	22.5608	17.6341	21.2542	25.2514	24.5294	23.4885	27.6485	36.5558	26.4146	28.9352	25.1985	40.4159	45.4258	41.99	45.4216	42.7511	1.00211
327500	-1998.806	-1646.607	-352.1988	54.88087	0.01180609	-0.008311695	0.2276287	0.05387191	10	63.99739	0.219317	46.1282	18.0291	23.612	26.9189	26.9241	13.238	14.9016	17.2343	20.1882	13.9694	15.6868	11.1609	8.39685	12.0025	9.96055	4.57648	4.92624	5.86935	14.65	14.5487	21.3293	21.5765	22.5608	17.4085	22.3137	27.5389	24.4589	23.4278	27.6485	36.6234	23.8401	31.9826	27.0624	40.4159	42.7032	42.2816	41.4213	46.5065	1.037898
327600	-1994.668	-1646.848	-347.8201	57.61975	0.01291707	-0.004001176	0.2037617	0.04855057	14	65.48616	0.1997606	46.1282	15.5861	23.9394	27.4163	26.5642	18.3446	12.9335	17.9242	19.2078	13.622	15.2817	11.1609	10.2511	11.2908	9.13861	5.47319	4.92624	10.0283	12.2158	9.61648	21.3293	22.8219	21.0427	18.6293	20.1787	27.6335	24.4589	23.4278	27.6485	36.3321	24.2533	31.9826	24.4844	39.9136	42.4432	43.7698	41.7489	46.0092	1.02003
327700	-1986.114	-1645.598	-340.5155	54.91798	0.01282973	0.007797205	0.1511921	0.05072275	15	61.99217	0.1589893	46.1282	14.4697	23.0911	27.756	25.2956	20.2847	15.0567	17.3344	19.55	13.0436	15.0836	10.0935	9.43997	12.1063	9.4096	4.83653	4.92624	10.296	15.2031	9.90097	20.7185	22.8219	21.0427	16.8693	22.3865	23.7014	24.4589	23.4278	27.6485	36.3321	24.0238	31.9826	23.7443	41.1918	42.4432	41.4151	43.9389	36.0897	0.9509577
327800	-1990.318	-1646.984	-343.3336	53.87608	0.01220547	-0.01365123	0.1731193	0.05227042	15	64.20155	0.1594681	46.8751	15.6364	23.343	27.6122	24.9071	19.6061	12.8392	17.5449	19.55	14.6773	15.6691	9.32441	11.0799	9.68826	9.79275	4.49153	5.22553	10.2669	15.9496	6.45629	22.3615	22.8219	20.9694	17.0087	17.6191	24.364	24.4589	24.3871	28.0791	36.3321	25.672	32.3924	24.6244	41.1918	44.1531	43.1252	41.8719	38.6466	1.085605
327900	-1991.211	-1649.075	-342.1355	53.66915	0.0145281	-0.04066512	0.2165786	0.06163635	14	63.60015	0.1759135	46.8751	15.0323	23.2507	27.4428	24.6188	13.6726	16.0239	18.8869	19.9219	12.6673	15.8186	7.76996	8.63813	12.1441	10.5832	5.65639	5.22553	8.78999	15.9496	13.0452	21.256	22.2202	21.1505	17.6347	22.1257	25.0165	24.4589	23.1635	27.6991	36.3321	28.1552	29.9544	24.3324	40.9012	41.6414	42.3595	42.5308	38.8592	1.231165
328000	-1984.156	-1642.379	-341.7768	55.67377	0.01274676	0.01788886	0.210321	0.03884152	14	62.80789	0.2282099	46.4711	16.5751	23.2507	27.3545	24.8311	13.3281	12.5135	19.1721	19.9219	14.1895	15.8186	7.71522	8.56369	12.1441	10.5832	3.622	5.22553	10.2557	15.7662	15.9283	21.0088	20.8937	21.485	16.938	22.9937	26.5545	25.6944	23.1635	27.6991	36.3105	23.4413	29.9544	24.5794	40.8721	41.6414	43.3506	43.226	39.9671	0.9216122
328100	-1986.766	-1639.528	-347.2373	57.43884	0.01339007	0.0005169751	0.1412522	0.0423991	13	61.56957	0.1417692	47.7531	15.7702	23.7814	26.2597	24.7394	14.8609	7.03889	17.5017	20.0479	12.4561	15.8186	7.71522	7.77106	10.5906	10.666	4.7816	5.22553	6.70588	16.2133	16.2054	21.4433	21.3924	21.9091	16.1584	21.2305	27.1746	24.2672	23.1635	27.5746	37.0163	24.4206	31.8896	23.2007	39.2167	41.6414	42.2911	42.7558	39.167	0.9963534
328200	-1991.163	-1641.589	-349.5736	57.87522	0.01230378	0.0125368	0.1826519	0.0734585	14	62.75497	0.1951887	47.7531	14.6727	23.7852	27.063	28.1186	16.2951	9.78445	20.1756	19.3854	13.1839	15.8186	11.3249	10.0475	11.8262	10.5714	6.15798	5.22553	6.70588	14.0826	9.36841	21.4433	21.738	20.7282	16.1584	20.3262	27.1775	26.3697	23.1635	27.5746	37.0163	29.365	31.8896	25.5093	39.7248	46.9862	41.7321	42.3268	41.5692	0.9357709
328300	-1987.309	-1642.38	-344.9291	57.42293	0.01304663	-0.001498968	0.1712923	0.03407777	16	59.8453	0.1697933	47.7531	14.6727	23.159	26.5941	25.9386	17.6809	8.13497	19.9533	19.3854	15.6864	14.6585	8.36084	10.7531	11.7602	9.18002	4.77278	5.22553	6.07417	13.7723	9.14073	20.8594	21.3964	21.2833	16.1584	18.5033	27.0821	23.4406	23.0749	27.5746	35.786	27.4378	31.8896	24.6835	39.05	46.9862	42.3351	43.7312	41.5692	1.008828
328400	-1982.538	-1637.368	-345.1692	56.78239	0.01241447	-0.01718303	0.1986896	0.04034502	15	60.32837	0.1815066	47.7531	14.5357	24.6858	26.2533	24.0053	19.0307	6.61377	16.3911	20.1465	12.448	14.6972	9.67285	8.14243	12.4446	11.4755	4.43544	5.21003	9.62538	10.6213	11.2301	20.8594	21.6096	21.1474	16.0781	20.7408	26.4736	23.4406	23.0749	27.5746	36.4549	25.1908	31.8896	25.771	40.2786	44.1059	43.607	45.6135	38.3555	1.094669
328500	-1997.637	-1650.419	-347.2172	60.39223	0.01217479	0.04785675	0.1333929	0.06573463	15	62.49419	0.1812497	46.4959	17.2796	23.1575	25.8373	24.6794	14.1012	10.0491	16.3911	19.0587	11.9004	14.0862	9.63244	8.7795	12.4446	9.45825	4.66638	5.21003	7.41945	7.81509	4.7243	21.6546	22.877	21.9378	16.0781	16.6423	26.6097	23.4406	23.0749	27.5746	37.8441	26.7499	32.7562	25.7896	40.2786	46.2578	44.5723	47.0175	37.2022	0.7359623
328600	-1994.586	-1655.152	-339.4336	56.05695	0.01308213	-0.006754297	0.167433	0.06914926	16	63.08672	0.1606787	45.6103	17.8887	23.1424	26.8202	26.8178	12.1126	8.55207	17.0129	18.8475	12.58	15.2426	11.4428	7.53299	12.1149	9.2629	4.70768	5.21003	9.84874	7.81509	12.0698	21.0038	22.8729	21.034	16.419	21.3426	27.713	23.4406	23.0749	27.5746	37.2971	24.0271	29.996	24.9317	38.3798	46.2578	41.3446	43.5045	38.0143	1.042036
328700	-1989.467	-1652.369	-337.0973	54.39063	0.01707913	-0.05061641	0.178994	0.07602836	16	59.80469	0.1283776	47.5474	16.9119	23.1424	26.0913	26.9355	12.4597	16.3676	16.719	18.8475	11.9521	15.2264	7.78865	8.31507	12.1149	11.2621	4.80283	5.21003	9.84874	12.3216	12.7671	21.4743	21.8268	21.3707	17.8208	18.5867	27.5492	23.4406	23.0749	27.5746	37.2971	23.1933	29.2316	24.5152	38.3798	46.3011	41.6749	45.211	45.905	1.394277
328800	-1991.284	-1654.053	-337.2305	55.52748	0.01415242	-0.009047518	0.1321825	0.09509192	17	62.60683	0.123135	47.5474	14.3377	24.3823	26.9269	26.4938	14.5251	12.0732	18.8381	18.8475	15.0351	15.3104	8.25327	10.1282	10.3527	11.5298	6.29492	5.21003	10.1816	9.43128	16.4497	21.0001	21.8174	20.7231	16.7828	22.5636	27.2511	23.6698	23.0749	26.5443	37.9027	24.2778	30.4152	24.6997	38.1812	46.3011	41.9486	45.4875	45.905	1.073476
328900	-2005.928	-1660.66	-345.268	57.49382	0.01321008	0.03530837	0.1950372	0.05260685	14	61.39304	0.2303456	47.5474	14.3377	23.5333	27.5043	24.4308	16.0938	11.7633	18.2103	18.8475	12.248	14.749	8.39091	9.11155	10.3527	8.96267	5.46394	5.23482	7.35453	8.36624	6.94868	21.7114	22.685	20.7231	16.0687	21.0955	26.576	23.6698	23.2463	26.6927	37.9027	29.0826	29.2844	23.7837	41.1305	46.3011	43.2968	45.4563	45.905	0.8467157
329000	-1998.945	-1647.751	-351.1948	55.42751	0.01263163	0.04757271	0.1211269	0.06278858	15	60.83117	0.1686996	47.5474	16.1679	24.1182	27.3659	25.0338	13.5333	17.1001	17.2304	17.821	11.6424	14.749	8.39091	7.1508	11.2644	11.1576	5.46394	5.23482	9.60583	13.1829	6.25379	22.4834	22.685	22.281	18.0065	18.926	27.2963	23.9252	23.2463	26.6927	37.9027	27.7385	29.2844	23.9702	40.5686	41.4406	46.2781	43.6172	36.5547	0.7180034
329100	-1991.991	-1645.553	-346.4378	52.13872	0.01360192	0.00451152	0.1947883	0.03757989	13	60.69635	0.1992998	47.7125	16.1679	23.7567	26.862	27.6185	17.4461	13.6622	19.8062	17.821	15.1372	15.1445	8.57407	9.464	12.2986	9.26666	4.03955	5.05747	7.64296	12.1739	6.11582	20.4963	22.685	21.7169	17.7453	22.4498	28.0698	23.377	23.2463	26.4306	35.9743	26.745	29.2844	25.6296	40.5686	41.4229	47.5626	42.8944	35.0987	0.9773631
329200	-1989.814	-1645.535	-344.2794	52.39317	0.01372628	-0.004380491	0.2051191	0.05805517	12	59.50198	0.2007386	47.7125	16.7278	23.156	27.5663	27.6185	15.0843	14.6448	19.8062	17.821	14.4545	15.4416	10.1703	6.9045	12.0959	11.05	3.19455	5.19617	10.0058	14.6027	14.5809	22.0461	21.1374	21.4032	17.7453	22.6381	28.0698	23.377	23.2463	26.1023	34.9751	23.5826	29.3031	23.5647	38.8437	42.4639	41.4312	42.6315	35.1829	1.021822
329300	-1984.42	-1642.032	-342.3885	52.57466	0.0126909	0.02400441	0.1939564	0.04428445	13	60.87625	0.2179608	47.7125	15.2033	23.156	27.8296	27.6351	14.9429	13.8621	19.8062	20.3575	13.3479	15.1352	8.20458	10.2669	12.0006	11.05	6.417	5.19617	9.87136	15.8557	12.3208	21.9195	21.0217	21.8502	16.9541	17.6219	27.9628	24.0786	23.2463	26.1023	36.5466	25.6628	32.7694	24.9801	38.8437	45.4126	41.7266	43.9521	35.1829	0.8898682
329400	-1988.105	-1647.507	-340.5974	53.42693	0.01541658	-0.008047961	0.1940755	0.0583043	13	68.29459	0.1860276	47.7125	16.3273	23.7726	27.779	27.6351	14.119	9.5928	19.3117	20.3575	12.0657	14.062	9.33221	9.95821	11.6862	10.8553	5.02137	5.19617	10.2937	14.9391	7.8909	21.1768	21.0217	21.4573	16.4003	18.1132	27.7763	24.0786	23.8253	26.8283	35.6096	23.1546	33.6879	23.5514	38.8437	45.6018	41.6785	42.4111	38.411	1.043262
329500	-1989.001	-1639.441	-349.5604	56.75688	0.01212944	0.02988224	0.2656698	0.03024912	12	60.17111	0.295552	47.7125	15.1903	23.7324	27.2811	26.5369	16.427	11.8162	18.3749	20.3575	13.1155	15.68	7.7705	8.4084	11.6862	8.55237	4.1963	5.19617	10.1359	14.4975	12.0125	22.8591	21.8363	20.6732	16.4003	19.6128	27.7864	23.4771	24.3077	27.1081	37.0107	26.4014	33.6879	23.6361	40.0952	46.2173	43.1708	45.4117	36.245	0.8988935
329600	-1994.584	-1645.254	-349.3305	59.2758	0.01234598	0.04273489	0.1148424	0.06696232	13	62.70719	0.1575773	42.3365	14.8244	24.7139	27.91	26.5369	19.1479	13.5136	18.1137	17.8236	12.7427	15.68	11.4667	9.83073	11.725	9.29566	5.18445	5.19617	7.75083	11.9097	9.97273	22.8862	22.233	20.6732	16.4003	21.171	26.1922	23.2436	23.9753	27.1081	37.0107	28.1409	32.5291	26.1338	40.0952	46.2173	43.3353	41.3902	43.8753	0.7288005
329700	-2001.006	-1652.806	-348.1993	52.79913	0.01394053	0.01508302	0.1616258	0.05427347	12	59.45038	0.1767088	42.4468	15.8015	23.3874	26.7456	26.5369	15.0911	14.1712	19.2399	17.9294	12.8988	15.68	7.98655	10.0437	12.0198	10.9845	5.92191	5.19617	5.90426	14.617	15.6637	21.039	21.9949	21.2734	17.5087	18.9782	27.5706	23.2436	23.4411	23.0463	36.78	24.4517	32.5291	25.9872	41.2593	45.1752	42.9492	44.406	35.4864	0.9146448
329800	-2011.418	-1652.285	-359.1338	58.21743	0.01014767	-0.02684366	0.1720239	0.04391317	12	67.2519	0.1451803	45.1013	15.8015	23.1905	27.1497	25.9375	11.7682	9.83958	18.6001	17.0803	13.2037	15.68	7.38499	9.5823	12.3186	8.51469	4.90116	5.19617	5.30301	16.0178	14.6883	22.9945	21.9949	21.2734	17.5087	18.4841	26.0917	24.4594	23.4411	25.5045	35.3266	27.7067	32.6494	25.715	41.2593	44.3581	43.3793	45.8706	36.9656	1.184899
329900	-1999.936	-1641.708	-358.228	56.00353	0.01168043	0.01330107	0.1877968	0.04095655	10	59.56211	0.2010979	46.3938	16.4791	24.4871	27.5325	25.9375	16.8649	11.2153	16.4609	16.5548	11.8215	15.2409	7.38312	8.45369	12.3186	10.075	3.54809	5.15039	9.82026	16.0178	13.8648	20.6063	22.3526	21.2734	16.4928	18.4841	26.7752	24.9759	23.6535	26.4907	35.7577	28.449	32.9994	25.0185	39.4831	44.2449	45.7244	44.1499	36.9487	0.9338577
330000	-2000.197	-1645.195	-355.0017	54.98197	0.01289096	0.01787796	0.1457592	0.04063952	11	66.24723	0.1636372	46.3938	20.8839	25.5471	27.5131	25.1926	14.3532	13.9969	19.9393	16.3025	12.5583	14.526	7.80406	8.95855	11.8008	8.70196	4.22356	5.15039	7.22707	13.0881	14.2224	20.6063	20.6764	22.1874	16.4881	21.1996	24.7767	25.3537	23.6535	26.6419	34.6071	28.0673	32.9994	26.008	39.4831	44.2449	46.9937	45.5252	45.0776	0.8907463
330100	-2004.931	-1647.233	-357.6985	54.75507	0.01089668	0.01539423	0.1660594	0.06009271	10	62.4809	0.1814536	43.0926	16.7349	23.7536	26.9312	25.1926	19.289	9.58645	18.0514	18.9682	13.5676	15.5344	8.0291	10.702	11.8008	10.2751	5.36138	5.30831	8.18496	14.5308	16.4728	20.6063	21.883	22.1874	16.4881	21.3343	24.7767	24.6274	23.6535	26.0614	37.6522	24.9862	28.1507	23.7372	38.6234	45.6457	45.373	43.3125	45.139	0.9151616
330200	-2017.52	-1663.558	-353.962	57.27592	0.01163981	0.0313086	0.2268039	0.05697697	12	69.14381	0.2581125	43.0926	17.2325	23.2599	28.0828	25.2648	15.1869	17.1014	20.3309	16.8823	12.4695	15.3557	8.0291	7.6169	11.8008	9.04035	6.82364	5.30831	9.05511	16.2475	16.692	22.1334	21.6004	22.1874	16.2671	17.3024	26.4836	24.2724	23.6535	23.4579	37.7476	24.2565	28.4356	24.76	38.6234	44.547	45.6507	46.1131	36.5225	0.8787017
330300	-1995.538	-1650.062	-345.4763	60.056	0.01212764	0.02260479	0.1960467	0.04076487	14	68.43371	0.2186515	47.4444	18.2936	23.2599	27.5678	25.5759	13.8721	14.0293	20.3309	18.8556	13.4018	15.5021	8.58998	8.28796	11.2993	10.3432	3.37908	4.96021	6.13858	13.7771	9.08238	22.1334	21.6004	22.1874	16.3211	22.0659	25.3286	27.3451	23.6535	27.7937	37.7476	25.7133	28.4356	24.76	39.9119	44.547	44.1239	45.5721	36.4119	0.8966173
330400	-1994.505	-1645.812	-348.6929	58.69435	0.01415467	-0.01332443	0.2810529	0.03621015	13	59.64548	0.2677285	47.6454	20.539	23.6206	26.7687	25.8878	17.3347	7.71358	20.3309	20.2634	12.5036	14.586	8.81993	8.62009	10.7892	8.91169	2.90889	4.96021	9.11578	14.1045	8.11191	21.4855	21.6004	20.7349	16.3211	22.3138	27.7809	25.6943	23.6535	27.1315	37.7476	24.3935	31.2116	23.6809	38.8791	45.2876	44.6025	44.2437	37.0171	1.049768
330500	-2000.017	-1647.794	-352.223	58.74326	0.01277451	-0.00373903	0.2015044	0.04683723	13	75.83024	0.1977654	44.9746	15.6671	23.1274	27.2649	23.3498	13.1598	10.644	16.0762	19.3898	13.9031	15.7789	7.5005	8.2073	10.5754	10.2216	5.45976	4.96021	9.3952	14.552	7.7097	21.4463	20.7113	21.7873	16.6667	19.2993	25.1294	25.547	23.3449	24.8371	37.7476	26.5179	29.293	23.6826	38.971	44.7678	42.6977	43.5114	36.6169	1.018906
330600	-1989.695	-1641.101	-348.5941	54.32068	0.01480081	-0.000525612	0.2193189	0.07393542	13	65.8407	0.2187933	43.9876	17.5696	23.1274	27.9029	23.3498	18.2709	11.7379	18.8588	19.3107	13.8	15.7789	10.4474	9.45726	11.7996	10.5613	6.42801	5.19112	5.05624	15.1733	8.90165	21.4463	21.8651	21.7873	16.3815	21.8966	24.6299	25.547	23.3449	25.6115	36.8188	24.0009	31.5229	24.5467	41.02	45.6296	45.1723	41.5654	35.94	1.002402
